local_path,action_class,start,end,filename,split
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07184fbb-bab6f8ce.mov,stop,13.0,24.0,07184fbb-bab6f8ce,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07184fbb-bab6f8ce.mov,steady_speed,36.0,40.0,07184fbb-bab6f8ce,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07184fbb-bb4c67d2.mov,turn_left,0.0,5.0,07184fbb-bb4c67d2,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07184fbb-bb4c67d2.mov,stop,7.0,25.0,07184fbb-bb4c67d2,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07184fbb-bb4c67d2.mov,steady_speed,35.0,40.0,07184fbb-bb4c67d2,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0718ab33-bbd7e0ae.mov,steady_speed,18.0,22.0,0718ab33-bbd7e0ae,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07199529-6430cbf4.mov,decelerate,3.0,7.0,07199529-6430cbf4,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07199529-6430cbf4.mov,turn_left,8.0,13.0,07199529-6430cbf4,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07199529-6430cbf4.mov,stop,13.0,18.0,07199529-6430cbf4,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07199529-6430cbf4.mov,stop,18.0,27.0,07199529-6430cbf4,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0719a2ec-133d9525.mov,stop,0.0,24.0,0719a2ec-133d9525,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0719a2ec-133d9525.mov,stop,26.0,40.0,0719a2ec-133d9525,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0719a2ec-45b781f4.mov,stop,0.0,8.0,0719a2ec-45b781f4,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0719a2ec-45b781f4.mov,accelerate,9.0,19.0,0719a2ec-45b781f4,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0719a2ec-45b781f4.mov,stop,20.0,28.0,0719a2ec-45b781f4,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0719a2ec-45b781f4.mov,accelerate,29.0,37.0,0719a2ec-45b781f4,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0719a2ec-45b781f4.mov,decelerate,38.0,40.0,0719a2ec-45b781f4,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/071c7a20-524d2e74.mov,turn_right,38.0,40.0,071c7a20-524d2e74,unknown
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0723c4dd-6d50a276.mov,stop,0.0,21.0,0723c4dd-6d50a276,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0723c4dd-6d50a276.mov,accelerate,22.0,26.0,0723c4dd-6d50a276,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0723c4dd-6d50a276.mov,decelerate,30.0,33.0,0723c4dd-6d50a276,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0723c4dd-6d50a276.mov,stop,34.0,38.0,0723c4dd-6d50a276,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0723c4dd-6d50a276.mov,accelerate,39.0,40.0,0723c4dd-6d50a276,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0723c4dd-7a1168dc.mov,steady_speed,6.0,10.0,0723c4dd-7a1168dc,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0723c4dd-7a1168dc.mov,steady_speed,12.0,20.0,0723c4dd-7a1168dc,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0723c4dd-fe5bd292.mov,stop,0.0,11.0,0723c4dd-fe5bd292,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0723c4dd-fe5bd292.mov,steady_speed,30.0,40.0,0723c4dd-fe5bd292,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0723dfcb-b54e0783.mov,stop,0.0,40.0,0723dfcb-b54e0783,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07254f2e-32a98be9.mov,stop,0.0,14.0,07254f2e-32a98be9,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07254f2e-32a98be9.mov,steady_speed,31.0,40.0,07254f2e-32a98be9,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07254f2e-ad7e4ddb.mov,stop,0.0,40.0,07254f2e-ad7e4ddb,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0725b3e1-9c9078cb.mov,steady_speed,0.0,18.0,0725b3e1-9c9078cb,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0725b3e1-9c9078cb.mov,stop,19.0,40.0,0725b3e1-9c9078cb,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0725b3e1-9e3a1eee.mov,stop,0.0,21.0,0725b3e1-9e3a1eee,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0725b3e1-e2d1e6af.mov,stop,19.0,23.0,0725b3e1-e2d1e6af,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0725b3e1-e2d1e6af.mov,stop,23.0,40.0,0725b3e1-e2d1e6af,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/072876e5-c10bfc30.mov,stop,0.0,11.0,072876e5-c10bfc30,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/072876e5-c10bfc30.mov,steady_speed,12.0,20.0,072876e5-c10bfc30,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07363609-5a0aaaf2.mov,steady_speed,4.0,17.0,07363609-5a0aaaf2,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07363609-5a0aaaf2.mov,decelerate,17.0,30.0,07363609-5a0aaaf2,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07363609-5a0aaaf2.mov,steady_speed,30.0,40.0,07363609-5a0aaaf2,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07363609-da2e4ed9.mov,stop,18.0,40.0,07363609-da2e4ed9,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07363609-dd3a8645.mov,stop,21.0,40.0,07363609-dd3a8645,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07380221-064f762b.mov,stop,0.0,40.0,07380221-064f762b,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0738f42e-734821e2.mov,steady_speed,0.0,8.0,0738f42e-734821e2,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0738f42e-734821e2.mov,steady_speed,10.0,21.0,0738f42e-734821e2,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0738f42e-734821e2.mov,stop,30.0,40.0,0738f42e-734821e2,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0738f42e-fe0d895e.mov,decelerate,4.0,5.0,0738f42e-fe0d895e,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0738f42e-fe0d895e.mov,accelerate,13.0,14.0,0738f42e-fe0d895e,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0738f42e-fe0d895e.mov,decelerate,23.0,26.0,0738f42e-fe0d895e,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0738f42e-fe0d895e.mov,accelerate,27.0,29.0,0738f42e-fe0d895e,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07398e6d-65825072.mov,stop,2.0,4.0,07398e6d-65825072,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07398e6d-65825072.mov,accelerate,15.0,24.0,07398e6d-65825072,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07398e6d-7b0dc522.mov,stop,2.0,16.0,07398e6d-7b0dc522,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07398e6d-7b0dc522.mov,stop,21.0,23.0,07398e6d-7b0dc522,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07398e6d-7b0dc522.mov,decelerate,26.0,40.0,07398e6d-7b0dc522,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/073d4e2a-55c1f733.mov,stop,0.0,24.0,073d4e2a-55c1f733,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/073dc97d-7a3e1436.mov,steady_speed,0.0,16.0,073dc97d-7a3e1436,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/073dc97d-7a3e1436.mov,stop,17.0,22.0,073dc97d-7a3e1436,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/073dc97d-bad8ed1d.mov,steady_speed,0.0,18.0,073dc97d-bad8ed1d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/073dc97d-bad8ed1d.mov,decelerate,18.0,27.0,073dc97d-bad8ed1d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/073dc97d-bad8ed1d.mov,steady_speed,28.0,40.0,073dc97d-bad8ed1d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07482c65-a96de461.mov,accelerate,0.0,9.0,07482c65-a96de461,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07482c65-a96de461.mov,stop,20.0,22.0,07482c65-a96de461,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07482c65-a96de461.mov,steady_speed,23.0,26.0,07482c65-a96de461,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07482c65-a96de461.mov,steady_speed,30.0,40.0,07482c65-a96de461,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07542d08-ad63ba4f.mov,stop,0.0,7.0,07542d08-ad63ba4f,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07542d08-ad63ba4f.mov,steady_speed,9.0,20.0,07542d08-ad63ba4f,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/075d08d3-8206da91.mov,steady_speed,2.0,26.0,075d08d3-8206da91,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-3cc0e470.mov,accelerate,0.0,14.0,076399f2-3cc0e470,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-3cc0e470.mov,turn_right,14.0,23.0,076399f2-3cc0e470,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-3cc0e470.mov,accelerate,23.0,26.0,076399f2-3cc0e470,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-3cc0e470.mov,stop,26.0,36.0,076399f2-3cc0e470,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-3cc0e470.mov,accelerate,36.0,38.0,076399f2-3cc0e470,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-3cc0e470.mov,stop,38.0,40.0,076399f2-3cc0e470,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-4857e5a4.mov,steady_speed,0.0,11.0,076399f2-4857e5a4,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-4857e5a4.mov,stop,11.0,24.0,076399f2-4857e5a4,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-4857e5a4.mov,stop,26.0,40.0,076399f2-4857e5a4,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-4c68835b.mov,stop,0.0,20.0,076399f2-4c68835b,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-6c2cdfd0.mov,stop,0.0,38.0,076399f2-6c2cdfd0,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-b3108b86.mov,steady_speed,0.0,3.0,076399f2-b3108b86,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-b3108b86.mov,steady_speed,4.0,9.0,076399f2-b3108b86,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-b3108b86.mov,stop,9.0,10.0,076399f2-b3108b86,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-b3108b86.mov,turn_right,14.0,24.0,076399f2-b3108b86,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-d397b12e.mov,steady_speed,0.0,8.0,076399f2-d397b12e,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-d397b12e.mov,stop,14.0,28.0,076399f2-d397b12e,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-e2bc0747.mov,stop,20.0,23.0,076399f2-e2bc0747,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-e2bc0747.mov,steady_speed,25.0,40.0,076399f2-e2bc0747,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-ec0a8baa.mov,stop,0.0,2.0,076399f2-ec0a8baa,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-ec0a8baa.mov,stop,3.0,10.0,076399f2-ec0a8baa,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-ec0a8baa.mov,accelerate,11.0,20.0,076399f2-ec0a8baa,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-ec0a8baa.mov,stop,22.0,25.0,076399f2-ec0a8baa,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-ec0a8baa.mov,stop,26.0,40.0,076399f2-ec0a8baa,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-fb3e745b.mov,stop,10.0,22.0,076399f2-fb3e745b,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/076399f2-fb3e745b.mov,steady_speed,25.0,40.0,076399f2-fb3e745b,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/077192f8-4d59e803.mov,steady_speed,0.0,21.0,077192f8-4d59e803,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/077192f8-4d59e803.mov,decelerate,22.0,24.0,077192f8-4d59e803,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/077192f8-4d59e803.mov,turn_right,31.0,34.0,077192f8-4d59e803,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/077192f8-4d59e803.mov,steady_speed,35.0,40.0,077192f8-4d59e803,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07797fc1-3f6aee10.mov,steady_speed,0.0,2.0,07797fc1-3f6aee10,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07797fc1-3f6aee10.mov,decelerate,3.0,9.0,07797fc1-3f6aee10,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07797fc1-3f6aee10.mov,stop,10.0,40.0,07797fc1-3f6aee10,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07797fc1-8964710e.mov,stop,2.0,11.0,07797fc1-8964710e,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07797fc1-8964710e.mov,stop,15.0,20.0,07797fc1-8964710e,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/077d7bbc-2dc66d22.mov,decelerate,18.0,22.0,077d7bbc-2dc66d22,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/077d7bbc-2dc66d22.mov,turn_right,19.0,22.0,077d7bbc-2dc66d22,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/077d7bbc-2dc66d22.mov,accelerate,23.0,32.0,077d7bbc-2dc66d22,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/077d7bbc-2dc66d22.mov,decelerate,33.0,37.0,077d7bbc-2dc66d22,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/078075c6-029c7300.mov,stop,0.0,2.0,078075c6-029c7300,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/078075c6-029c7300.mov,steady_speed,23.0,40.0,078075c6-029c7300,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0786294e-634c696d.mov,steady_speed,0.0,3.0,0786294e-634c696d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07895b8a-3a843bb5.mov,turn_right,16.0,20.0,07895b8a-3a843bb5,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/078fe907-065ed380.mov,steady_speed,0.0,20.0,078fe907-065ed380,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/078fe907-c39a62fa.mov,steady_speed,0.0,12.0,078fe907-c39a62fa,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/078fe907-c39a62fa.mov,steady_speed,16.0,40.0,078fe907-c39a62fa,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07919504-00f3c313.mov,steady_speed,5.0,6.0,07919504-00f3c313,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07919504-00f3c313.mov,steady_speed,17.0,21.0,07919504-00f3c313,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07919504-00f3c313.mov,stop,22.0,30.0,07919504-00f3c313,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07919504-00f3c313.mov,stop,31.0,38.0,07919504-00f3c313,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07919504-00f3c313.mov,steady_speed,39.0,40.0,07919504-00f3c313,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07919504-3a57c8d3.mov,stop,0.0,23.0,07919504-3a57c8d3,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07919504-3a57c8d3.mov,steady_speed,30.0,40.0,07919504-3a57c8d3,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07919504-a04fb42d.mov,steady_speed,0.0,18.0,07919504-a04fb42d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07919504-a04fb42d.mov,decelerate,19.0,21.0,07919504-a04fb42d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07919504-a04fb42d.mov,steady_speed,22.0,25.0,07919504-a04fb42d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07919504-a04fb42d.mov,decelerate,26.0,28.0,07919504-a04fb42d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07919504-a04fb42d.mov,steady_speed,29.0,40.0,07919504-a04fb42d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0793f9bb-6d2220bb.mov,stop,0.0,40.0,0793f9bb-6d2220bb,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-04635a44.mov,steady_speed,13.0,20.0,0798a3a8-04635a44,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-5a64671d.mov,stop,0.0,2.0,0798a3a8-5a64671d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-5a64671d.mov,steady_speed,5.0,15.0,0798a3a8-5a64671d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-c4501e0f.mov,steady_speed,1.0,4.0,0798a3a8-c4501e0f,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-c4501e0f.mov,decelerate,5.0,7.0,0798a3a8-c4501e0f,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-c4501e0f.mov,accelerate,8.0,10.0,0798a3a8-c4501e0f,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-c4501e0f.mov,decelerate,21.0,24.0,0798a3a8-c4501e0f,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-c4501e0f.mov,stop,25.0,40.0,0798a3a8-c4501e0f,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798b865-3ebaa099.mov,steady_speed,0.0,21.0,0798b865-3ebaa099,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798b865-3ebaa099.mov,decelerate,21.0,25.0,0798b865-3ebaa099,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798b865-3ebaa099.mov,accelerate,25.0,30.0,0798b865-3ebaa099,train
