Input.Video,action_text,action_class,start,end,filename,local_path
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/079655cf-66cd5654.mov,The car is travelling forward,steady_speed,10.0,17.0,079655cf-66cd5654.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/079655cf-66cd5654.mov,The car is merging into the right hand lane.,switch_lane,17.0,20.0,079655cf-66cd5654.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/079655cf-66cd5654.mov,The car has slowed to a stop.,stop,20.0,22.0,079655cf-66cd5654.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/079655cf-66cd5654.mov,The car is stopped.,stop,22.0,31.0,079655cf-66cd5654.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/079655cf-66cd5654.mov,The car is turning right through the intersection,turn_right,31.0,36.0,079655cf-66cd5654.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/079655cf-66cd5654.mov,The car is driving forward.,steady_speed,36.0,40.0,079655cf-66cd5654.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02c2a4d8-f8b327d0.mov,The car maintains a constant speed and spacing with the vehicle ahead,steady_speed,0.0,11.0,02c2a4d8-f8b327d0.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02c2a4d8-f8b327d0.mov,The car veers left,switch_lane,12.0,17.0,02c2a4d8-f8b327d0.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02c2a4d8-f8b327d0.mov,The car moves back fully into the right lane,switch_lane,18.0,19.0,02c2a4d8-f8b327d0.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02c2a4d8-f8b327d0.mov,The car slows to a stop,decelerate,19.0,20.0,02c2a4d8-f8b327d0.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02c2a4d8-f8b327d0.mov,The car is stopped,stop,21.0,40.0,02c2a4d8-f8b327d0.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/044c32cf-7afc4028.mov,The car is stopped,stop,0.0,20.0,044c32cf-7afc4028.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/044c32cf-7afc4028.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0798a3a8-04635a44.mov,The car is stopped at an intersection,stop,0.0,13.0,0798a3a8-04635a44.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-04635a44.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0798a3a8-04635a44.mov,The car accelerates,accelerate,13.0,20.0,0798a3a8-04635a44.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-04635a44.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/066557f7-734f81af.mov,The car is seems to be coming out of a right hand turn.,turn_right,0.0,2.0,066557f7-734f81af.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/066557f7-734f81af.mov,The car drives straight forward.,steady_speed,3.0,21.0,066557f7-734f81af.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/066557f7-734f81af.mov,The car slows and momentarily stops.,decelerate,21.0,24.0,066557f7-734f81af.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/066557f7-734f81af.mov,The car drives forward.,steady_speed,25.0,40.0,066557f7-734f81af.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0451ce55-c7cdc6f2.mov,The car is driving forward,steady_speed,0.0,1.0,0451ce55-c7cdc6f2.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/0451ce55-c7cdc6f2.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0451ce55-c7cdc6f2.mov,The car is merging into the right lane,switch_lane,2.0,5.0,0451ce55-c7cdc6f2.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/0451ce55-c7cdc6f2.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0451ce55-c7cdc6f2.mov,The car is slowing,decelerate,6.0,10.0,0451ce55-c7cdc6f2.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/0451ce55-c7cdc6f2.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0451ce55-c7cdc6f2.mov,The car is accelerating,accelerate,11.0,18.0,0451ce55-c7cdc6f2.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/0451ce55-c7cdc6f2.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0451ce55-c7cdc6f2.mov,The car is stopping,stop,19.0,24.0,0451ce55-c7cdc6f2.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/0451ce55-c7cdc6f2.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0451ce55-c7cdc6f2.mov,The car is stopped,stop,25.0,30.0,0451ce55-c7cdc6f2.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/0451ce55-c7cdc6f2.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0451ce55-c7cdc6f2.mov,The car accelerates,accelerate,31.0,37.0,0451ce55-c7cdc6f2.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/0451ce55-c7cdc6f2.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0451ce55-c7cdc6f2.mov,The car merges into the right lane,switch_lane,38.0,40.0,0451ce55-c7cdc6f2.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/0451ce55-c7cdc6f2.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02c2c31c-d030d8b6.mov,The car is driving forward slowly and swerves to the right and back,steady_speed,0.0,13.0,02c2c31c-d030d8b6.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/02c2c31c-d030d8b6.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02c2c31c-d030d8b6.mov,The car drives forward,steady_speed,14.0,20.0,02c2c31c-d030d8b6.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/02c2c31c-d030d8b6.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02c2c31c-d030d8b6.mov,The car slows to a near stop,decelerate,21.0,22.0,02c2c31c-d030d8b6.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/02c2c31c-d030d8b6.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02c2c31c-d030d8b6.mov,The car pulls forward,steady_speed,23.0,30.0,02c2c31c-d030d8b6.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/02c2c31c-d030d8b6.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02c2c31c-d030d8b6.mov,The car slows to a stop,decelerate,31.0,35.0,02c2c31c-d030d8b6.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/02c2c31c-d030d8b6.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02c2c31c-d030d8b6.mov,The car accelerates and drives forward,accelerate,36.0,40.0,02c2c31c-d030d8b6.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/02c2c31c-d030d8b6.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0798a3a8-5a64671d.mov,The car slows to a stop,decelerate,0.0,3.0,0798a3a8-5a64671d.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-5a64671d.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0798a3a8-5a64671d.mov,The car accelerates,accelerate,4.0,10.0,0798a3a8-5a64671d.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-5a64671d.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0798a3a8-5a64671d.mov,The car slows to a stop,decelerate,11.0,20.0,0798a3a8-5a64671d.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-5a64671d.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/066557f7-d3c24cb9.mov,The car maintains speed,steady_speed,0.0,19.0,066557f7-d3c24cb9.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/066557f7-d3c24cb9.mov,The car slows,decelerate,20.0,25.0,066557f7-d3c24cb9.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/066557f7-d3c24cb9.mov,The car veers right and slows to a stop,decelerate,26.0,35.0,066557f7-d3c24cb9.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/066557f7-d3c24cb9.mov,The car is stopped,stop,36.0,38.0,066557f7-d3c24cb9.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/066557f7-d3c24cb9.mov,The car accelerates slightly,accelerate,39.0,40.0,066557f7-d3c24cb9.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0798a3a8-c4501e0f.mov,The car is travelling slowly down the road,decelerate,0.0,17.0,0798a3a8-c4501e0f.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-c4501e0f.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0798a3a8-c4501e0f.mov,The car is merging into the left lane.,switch_lane,17.0,21.0,0798a3a8-c4501e0f.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-c4501e0f.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0798a3a8-c4501e0f.mov,The car is slowing to a stop.,decelerate,21.0,25.0,0798a3a8-c4501e0f.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-c4501e0f.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0798a3a8-c4501e0f.mov,The car has stopped,stop,25.0,40.0,0798a3a8-c4501e0f.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798a3a8-c4501e0f.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02d338b7-431f2064.mov,The car is merging into the left lane,switch_lane,0.0,4.0,02d338b7-431f2064.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/02d338b7-431f2064.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02d338b7-431f2064.mov,The car slows,decelerate,5.0,8.0,02d338b7-431f2064.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/02d338b7-431f2064.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02d338b7-431f2064.mov,The car drives forward slowly,steady_speed,9.0,20.0,02d338b7-431f2064.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/02d338b7-431f2064.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/066557f7-f2fe2ec0.mov,The car is driving forward,steady_speed,0.0,7.0,066557f7-f2fe2ec0.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/066557f7-f2fe2ec0.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/066557f7-f2fe2ec0.mov,The car is slowing to a stop,decelerate,8.0,12.0,066557f7-f2fe2ec0.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/066557f7-f2fe2ec0.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/066557f7-f2fe2ec0.mov,The car is driving forward,steady_speed,13.0,20.0,066557f7-f2fe2ec0.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/066557f7-f2fe2ec0.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/066557f7-f2fe2ec0.mov,The car stops,stop,21.0,24.0,066557f7-f2fe2ec0.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/066557f7-f2fe2ec0.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/066557f7-f2fe2ec0.mov,The car is stopped,stop,25.0,28.0,066557f7-f2fe2ec0.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/066557f7-f2fe2ec0.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/066557f7-f2fe2ec0.mov,The car steers to the right and moves forward slowly,switch_lane,29.0,32.0,066557f7-f2fe2ec0.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/066557f7-f2fe2ec0.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/066557f7-f2fe2ec0.mov,The car is driving forward slowly,steady_speed,33.0,40.0,066557f7-f2fe2ec0.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/066557f7-f2fe2ec0.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02d338b7-6f55a2d8.mov,The car maintains a constant speed and spacing with the vehicle ahead,steady_speed,0.0,17.0,02d338b7-6f55a2d8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/02d338b7-6f55a2d8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02d338b7-6f55a2d8.mov,The car slows to a stop,decelerate,18.0,22.0,02d338b7-6f55a2d8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/02d338b7-6f55a2d8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02d338b7-6f55a2d8.mov,The car is stopped,stop,23.0,40.0,02d338b7-6f55a2d8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/02d338b7-6f55a2d8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/011aeca1-fe5af665.mov,The car maintains speed,steady_speed,0.0,19.0,011aeca1-fe5af665.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/011aeca1-fe5af665.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/011aeca1-fe5af665.mov,The car slows to a stop,decelerate,20.0,24.0,011aeca1-fe5af665.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/011aeca1-fe5af665.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/011aeca1-fe5af665.mov,The car is stopped,stop,25.0,40.0,011aeca1-fe5af665.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/011aeca1-fe5af665.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0798b865-3ebaa099.mov,The car is travelling down the road.,steady_speed,0.0,21.0,0798b865-3ebaa099.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798b865-3ebaa099.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0798b865-3ebaa099.mov,The car is slowing,decelerate,21.0,25.0,0798b865-3ebaa099.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798b865-3ebaa099.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0798b865-3ebaa099.mov,The car is travelling down the road slowly.,steady_speed,25.0,35.0,0798b865-3ebaa099.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798b865-3ebaa099.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0798b865-3ebaa099.mov,The car is slowing.,decelerate,35.0,40.0,0798b865-3ebaa099.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/0798b865-3ebaa099.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06661450-f52ed9ce.mov,The car maintains a slow speed,steady_speed,0.0,11.0,06661450-f52ed9ce.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06661450-f52ed9ce.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06661450-f52ed9ce.mov,The car accelerates,accelerate,12.0,18.0,06661450-f52ed9ce.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06661450-f52ed9ce.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06661450-f52ed9ce.mov,The car slows to a stop,decelerate,19.0,22.0,06661450-f52ed9ce.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06661450-f52ed9ce.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06661450-f52ed9ce.mov,The car is stopped,stop,23.0,38.0,06661450-f52ed9ce.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06661450-f52ed9ce.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01213e45-1292773a.mov,The car is stopped,stop,0.0,8.0,01213e45-1292773a.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01213e45-1292773a.mov,The car rolls forward slowly,steady_speed,9.0,12.0,01213e45-1292773a.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01213e45-1292773a.mov,The car accelerates slightly,accelerate,13.0,17.0,01213e45-1292773a.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01213e45-1292773a.mov,The car maintains speed,steady_speed,18.0,19.0,01213e45-1292773a.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01213e45-1292773a.mov,The car slows to a stop,decelerate,20.0,23.0,01213e45-1292773a.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01213e45-1292773a.mov,The car is stopped,stop,24.0,33.0,01213e45-1292773a.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01213e45-1292773a.mov,The car moves forward slowly,steady_speed,34.0,40.0,01213e45-1292773a.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/079cc21d-b9921e11.mov,The car is driving forward,steady_speed,0.0,20.0,079cc21d-b9921e11.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/079cc21d-b9921e11.mov,The car is slowing to a stop,decelerate,21.0,26.0,079cc21d-b9921e11.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/079cc21d-b9921e11.mov,The car is stopped,stop,27.0,30.0,079cc21d-b9921e11.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/079cc21d-b9921e11.mov,The car creeps forward slowly,steady_speed,31.0,40.0,079cc21d-b9921e11.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0453391a-58028b18.mov,The car is driving forward,steady_speed,0.0,4.0,0453391a-58028b18.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0453391a-58028b18.mov,The car is starting to turn right but waiting,turn_right,5.0,7.0,0453391a-58028b18.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0453391a-58028b18.mov,The car is turning right,turn_right,8.0,12.0,0453391a-58028b18.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0453391a-58028b18.mov,The car is driving forward,steady_speed,13.0,19.0,0453391a-58028b18.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0453391a-58028b18.mov,The car is braking,stop,20.0,21.0,0453391a-58028b18.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0453391a-58028b18.mov,The car is driving forward,steady_speed,22.0,28.0,0453391a-58028b18.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0453391a-58028b18.mov,The car is shifting to the right,-1,29.0,31.0,0453391a-58028b18.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0453391a-58028b18.mov,The car is driving forward,steady_speed,32.0,40.0,0453391a-58028b18.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/07a192de-e995e685.mov,The car is driving forward,steady_speed,0.0,7.0,07a192de-e995e685.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07a192de-e995e685.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/07a192de-e995e685.mov,The car is merging into the right lane,switch_lane,8.0,10.0,07a192de-e995e685.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07a192de-e995e685.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/07a192de-e995e685.mov,The car is driving forward,steady_speed,11.0,21.0,07a192de-e995e685.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07a192de-e995e685.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/07a192de-e995e685.mov,The car is slowing to a stop,decelerate,22.0,26.0,07a192de-e995e685.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07a192de-e995e685.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/07a192de-e995e685.mov,The car is stopped,stop,27.0,29.0,07a192de-e995e685.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07a192de-e995e685.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/07a192de-e995e685.mov,The car drives forward slowly,steady_speed,30.0,32.0,07a192de-e995e685.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07a192de-e995e685.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/07a192de-e995e685.mov,The car is turning left,turn_left,33.0,38.0,07a192de-e995e685.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07a192de-e995e685.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/07a192de-e995e685.mov,The car is driving forward,steady_speed,39.0,40.0,07a192de-e995e685.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/07a192de-e995e685.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02d338b7-b5a62425.mov,The car is travelling down the road.,steady_speed,0.0,9.0,02d338b7-b5a62425.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02d338b7-b5a62425.mov,The car is slowing,decelerate,9.0,11.0,02d338b7-b5a62425.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02d338b7-b5a62425.mov,The car is passing the vehicle stopped in the roadway,stop,11.0,15.0,02d338b7-b5a62425.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02d338b7-b5a62425.mov,The car is travelling down the road,steady_speed,15.0,28.0,02d338b7-b5a62425.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02d338b7-b5a62425.mov,The car is slowing,decelerate,28.0,31.0,02d338b7-b5a62425.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/02d338b7-b5a62425.mov,The car is slowly passing the stopped vehicle,stop,31.0,40.0,02d338b7-b5a62425.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06668f7b-81a4f8e5.mov,The car maintains a slow speed,steady_speed,0.0,17.0,06668f7b-81a4f8e5.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06668f7b-81a4f8e5.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06668f7b-81a4f8e5.mov,The car slows more,decelerate,18.0,20.0,06668f7b-81a4f8e5.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06668f7b-81a4f8e5.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01213e45-5edb70f0.mov,The car is driving forward,steady_speed,0.0,5.0,01213e45-5edb70f0.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01213e45-5edb70f0.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01213e45-5edb70f0.mov,The car slows,decelerate,6.0,7.0,01213e45-5edb70f0.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01213e45-5edb70f0.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01213e45-5edb70f0.mov,The car merges into the lane to its left,switch_lane,8.0,11.0,01213e45-5edb70f0.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01213e45-5edb70f0.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01213e45-5edb70f0.mov,The car is driving forward,steady_speed,12.0,21.0,01213e45-5edb70f0.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01213e45-5edb70f0.mov
